invoice_id,credit_note_id,invoice_total_usd,write_off_amount_usd,contract_number,contract_status_sf,en_lista_cancelacion,payment_existe_en_sf,payment_count,payment_status_breakdown,payment_accepted_amount_usd,payment_annotation,customer_id
8976,CN-438,139.0,139.0,00317071,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000DIITYA4
9062,CN-437,25.0,25.0,00317071,Cancelled,NO,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000DIITYA4
371,CN-436,99.0,99.0,00316781,Cancelled,NO,SI - SOLO RECHAZADOS,42,{'REJECTED': 42},0,,a5jUU000000CfAfYAK
2553,CN-435,99.0,99.0,00316781,Cancelled,NO,SI - SOLO RECHAZADOS,24,{'REJECTED': 24},0,,a5jUU000000CfAfYAK
2560,CN-434,25.0,25.0,00316781,Cancelled,NO,SI - SOLO RECHAZADOS,22,{'REJECTED': 22},0,,a5jUU000000CfAfYAK
4664,CN-433,99.0,99.0,00316781,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000CfAfYAK
4870,CN-432,25.0,25.0,00316781,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000CfAfYAK
6990,CN-431,99.0,99.0,00316781,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CfAfYAK
7212,CN-430,25.0,25.0,00316781,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CfAfYAK
194,CN-429,99.0,99.0,00316683,Cancelled,NO,SI - SOLO RECHAZADOS,51,{'REJECTED': 51},0,,a5jUU000000CZoPYAW
455,CN-428,99.0,99.0,00316683,Cancelled,NO,SI - SOLO RECHAZADOS,40,{'REJECTED': 40},0,,a5jUU000000CZoPYAW
5276,CN-427,99.0,99.0,00316683,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000CZoPYAW
5354,CN-426,25.0,25.0,00316683,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000CZoPYAW
7657,CN-425,99.0,99.0,00316683,Cancelled,NO,SI - SOLO RECHAZADOS,7,{'REJECTED': 7},0,,a5jUU000000CZoPYAW
7746,CN-424,25.0,25.0,00316683,Cancelled,NO,SI - SOLO RECHAZADOS,7,{'REJECTED': 7},0,,a5jUU000000CZoPYAW
935,CN-423,99.0,99.0,00316937,Cancelled,NO,SI - SOLO RECHAZADOS,30,{'REJECTED': 30},0,,a5jUU000000Cox7YAC
3163,CN-422,25.0,25.0,00316937,Cancelled,NO,SI - SOLO RECHAZADOS,19,{'REJECTED': 19},0,,a5jUU000000Cox7YAC
5280,CN-421,99.0,99.0,00316937,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000Cox7YAC
5356,CN-420,25.0,25.0,00316937,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000Cox7YAC
7661,CN-419,99.0,99.0,00316937,Cancelled,NO,SI - SOLO RECHAZADOS,7,{'REJECTED': 7},0,,a5jUU000000Cox7YAC
7748,CN-418,25.0,25.0,00316937,Cancelled,NO,SI - SOLO RECHAZADOS,7,{'REJECTED': 7},0,,a5jUU000000Cox7YAC
1043,CN-417,124.0,124.0,00316458,Cancelled,NO,SI - SOLO RECHAZADOS,27,{'REJECTED': 27},0,,a5jUU000000CPSTYA4
1044,CN-416,124.0,124.0,00316458,Cancelled,NO,SI - SOLO RECHAZADOS,27,{'REJECTED': 27},0,,a5jUU000000CPSTYA4
3250,CN-415,25.0,25.0,00316458,Cancelled,NO,SI - SOLO RECHAZADOS,18,{'REJECTED': 18},0,,a5jUU000000CPSTYA4
5456,CN-414,25.0,25.0,00316458,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000CPSTYA4
7771,CN-413,99.0,99.0,00316458,Cancelled,NO,SI - SOLO RECHAZADOS,7,{'REJECTED': 7},0,,a5jUU000000CPSTYA4
7847,CN-412,25.0,25.0,00316458,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000CPSTYA4
4975,CN-409,99.0,99.0,00313285,Cancelled,NO,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,a5jUU000000DDSTYA4
7327,CN-408,99.0,99.0,00313285,Cancelled,NO,SI - SOLO RECHAZADOS,5,{'REJECTED': 5},0,,a5jUU000000DDSTYA4
7587,CN-407,25.0,25.0,00313285,Cancelled,NO,SI - SOLO RECHAZADOS,5,{'REJECTED': 5},0,,a5jUU000000DDSTYA4
7145,CN-406,69.0,69.0,00315857,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000DY3uYAG
4772,CN-405,69.0,69.0,00315561,Cancelled,NO,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000DSbBYAW
5831,CN-404,69.0,69.0,00315613,Cancelled,NO,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000DTiXYAW
6319,CN-403,25.0,25.0,00315613,Cancelled,NO,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000DTiXYAW
8259,CN-402,69.0,69.0,00315613,Cancelled,NO,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000DTiXYAW
8712,CN-401,25.0,25.0,00315613,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000DTiXYAW
7247,CN-400,89.0,89.0,00317127,Cancelled,NO,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000DgRFYA0
7577,CN-399,75.0,75.0,00316656,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000CYkHYAW
7709,CN-398,25.0,25.0,00316656,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000CYkHYAW
4312,CN-396,99.0,99.0,00317843,Cancelled,NO,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000EpdlYAC
4359,CN-395,25.0,25.0,00317843,Cancelled,NO,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000EpdlYAC
6634,CN-394,99.0,99.0,00317843,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000EpdlYAC
6719,CN-393,25.0,25.0,00317843,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000EpdlYAC
5981,CN-392,139.0,139.0,00317511,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000EFs1YAG
6401,CN-391,25.0,25.0,00317511,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000EFs1YAG
8401,CN-390,139.0,139.0,00317511,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000EFs1YAG
8787,CN-389,25.0,25.0,00317511,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000EFs1YAG
2419,CN-388,89.0,89.0,00316903,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000CnBRYA0
2456,CN-387,25.0,25.0,00316903,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CnBRYA0
4531,CN-386,89.0,89.0,00316903,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CnBRYA0
4634,CN-385,25.0,25.0,00316903,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CnBRYA0
6854,CN-384,89.0,89.0,00316903,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CnBRYA0
6949,CN-383,25.0,25.0,00316903,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CnBRYA0
2994,CN-382,75.0,75.0,00316665,Cancelled,NO,SI - SOLO RECHAZADOS,17,{'REJECTED': 17},0,,a5jUU000000CZDJYA4
5128,CN-381,75.0,75.0,00316665,Cancelled,NO,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000CZDJYA4
5251,CN-380,25.0,25.0,00316665,Cancelled,NO,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000CZDJYA4
7484,CN-379,75.0,75.0,00316665,Cancelled,NO,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000CZDJYA4
7627,CN-378,25.0,25.0,00316665,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000CZDJYA4
1052,CN-377,124.0,124.0,00316432,Cancelled,NO,SI - SOLO RECHAZADOS,25,{'REJECTED': 25},0,,a5jUU000000CO09YAG
3238,CN-376,99.0,99.0,00316432,Cancelled,NO,SI - SOLO RECHAZADOS,16,{'REJECTED': 16},0,,a5jUU000000CO09YAG
3288,CN-375,25.0,25.0,00316432,Cancelled,NO,SI - SOLO RECHAZADOS,16,{'REJECTED': 16},0,,a5jUU000000CO09YAG
5400,CN-374,99.0,99.0,00316432,Cancelled,NO,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000CO09YAG
5518,CN-373,25.0,25.0,00316432,Cancelled,NO,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000CO09YAG
7788,CN-372,99.0,99.0,00316432,Cancelled,NO,SI - SOLO RECHAZADOS,5,{'REJECTED': 5},0,,a5jUU000000CO09YAG
7947,CN-371,25.0,25.0,00316432,Cancelled,NO,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000CO09YAG
7621,CN-370,139.0,139.0,00317966,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000EysLYAS
7736,CN-369,25.0,25.0,00317966,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000EysLYAS
4174,CN-368,25.0,25.0,00316718,Cancelled,NO,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,a5jUU000000CbevYAC
6077,CN-367,89.0,89.0,00316718,Cancelled,NO,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000CbevYAC
6453,CN-366,25.0,25.0,00316718,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000CbevYAC
8456,CN-365,89.0,89.0,00316718,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CbevYAC
746,CN-359,139.0,139.0,00317313,Cancelled,SI,SI - SOLO RECHAZADOS,22,{'REJECTED': 22},0,,a5jUU000000DxVJYA0
761,CN-358,25.0,25.0,00317313,Cancelled,SI,SI - SOLO RECHAZADOS,22,{'REJECTED': 22},0,,a5jUU000000DxVJYA0
4288,CN-357,139.0,139.0,00317313,Cancelled,SI,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,a5jUU000000DxVJYA0
4321,CN-356,25.0,25.0,00317313,Cancelled,SI,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000DxVJYA0
744,CN-355,99.0,99.0,00317179,Cancelled,SI,SI - SOLO RECHAZADOS,30,{'REJECTED': 30},0,,a5jUU000000DjqXYAS
2362,CN-354,99.0,99.0,00317179,Cancelled,SI,SI - SOLO RECHAZADOS,20,{'REJECTED': 20},0,,a5jUU000000DjqXYAS
345,CN-353,99.0,99.0,00317106,Cancelled,SI,SI - SOLO RECHAZADOS,40,{'REJECTED': 40},0,,a5jUU000000DcfNYAS
351,CN-352,25.0,25.0,00317106,Cancelled,SI,SI - SOLO RECHAZADOS,39,{'REJECTED': 39},0,,a5jUU000000DcfNYAS
766,CN-351,99.0,99.0,00317106,Cancelled,SI,SI - SOLO RECHAZADOS,33,{'REJECTED': 33},0,,a5jUU000000DcfNYAS
769,CN-350,25.0,25.0,00317106,Cancelled,SI,SI - SOLO RECHAZADOS,29,{'REJECTED': 29},0,,a5jUU000000DcfNYAS
7859,CN-348,99.0,99.0,00317423,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000E7T3YAK
1007,CN-347,79.0,79.0,00317159,Cancelled,NO,SI - SOLO RECHAZADOS,17,{'REJECTED': 17},0,,a5jUU000000DhVNYA0
1017,CN-346,25.0,25.0,00317159,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000DhVNYA0
3305,CN-345,79.0,79.0,00317159,Cancelled,NO,SI - SOLO RECHAZADOS,7,{'REJECTED': 7},0,,a5jUU000000DhVNYA0
3377,CN-344,25.0,25.0,00317159,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DhVNYA0
5472,CN-343,79.0,79.0,00317159,Cancelled,NO,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000DhVNYA0
5564,CN-342,25.0,25.0,00317159,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DhVNYA0
7871,CN-341,79.0,79.0,00317159,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DhVNYA0
7966,CN-340,25.0,25.0,00317159,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DhVNYA0
1398,CN-339,99.0,99.0,00316840,Cancelled,NO,SI - SOLO RECHAZADOS,23,{'REJECTED': 23},0,,a5jUU000000Cii1YAC
3422,CN-338,99.0,99.0,00316840,Cancelled,NO,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,a5jUU000000Cii1YAC
3461,CN-337,25.0,25.0,00316840,Cancelled,NO,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,a5jUU000000Cii1YAC
5570,CN-336,99.0,99.0,00316840,Cancelled,NO,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000Cii1YAC
5963,CN-335,25.0,25.0,00316840,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000Cii1YAC
7975,CN-334,99.0,99.0,00316840,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000Cii1YAC
1394,CN-333,124.0,124.0,00316598,Cancelled,NO,SI - SOLO RECHAZADOS,22,{'REJECTED': 22},0,,a5jUU000000CVknYAG
3785,CN-332,99.0,99.0,00316598,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000CVknYAG
5949,CN-331,99.0,99.0,00316598,Cancelled,NO,SI - SOLO RECHAZADOS,7,{'REJECTED': 7},0,,a5jUU000000CVknYAG
3629,CN-330,79.0,79.0,00315367,Cancelled,NO,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,a5jUU000000DQ1VYAW
3925,CN-329,25.0,25.0,00315367,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000DQ1VYAW
4490,CN-327,99.0,99.0,00317814,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000EnKDYA0
4491,CN-326,99.0,99.0,00317814,Cancelled,NO,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,a5jUU000000EnKDYA0
4551,CN-325,25.0,25.0,00317814,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000EnKDYA0
4552,CN-324,25.0,25.0,00317814,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000EnKDYA0
7858,CN-323,99.0,99.0,00317814,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000EnKDYA0
7958,CN-322,25.0,25.0,00317814,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000EnKDYA0
1649,CN-321,69.0,69.0,00315480,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000DRlZYAW
1879,CN-320,25.0,25.0,00315480,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000DRlZYAW
3639,CN-319,69.0,69.0,00315480,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DRlZYAW
3928,CN-318,25.0,25.0,00315480,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DRlZYAW
5806,CN-317,69.0,69.0,00315480,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DRlZYAW
6230,CN-316,25.0,25.0,00315480,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DRlZYAW
7007,CN-315,25.0,25.0,00316311,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000CHptYAG
5632,CN-314,99.0,99.0,00316449,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000COszYAG
6035,CN-313,25.0,25.0,00316449,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000COszYAG
5630,CN-312,99.0,99.0,00316281,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CFw9YAG
6037,CN-311,25.0,25.0,00316281,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CFw9YAG
5633,CN-310,99.0,99.0,00316439,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000COY1YAO
6034,CN-309,25.0,25.0,00316439,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000COY1YAO
1397,CN-308,104.0,104.0,00316967,Cancelled,SI,SI - SOLO RECHAZADOS,22,{'REJECTED': 22},0,,a5jUU000000CqVtYAK
1795,CN-307,79.0,79.0,00316967,Cancelled,SI,SI - SOLO RECHAZADOS,22,{'REJECTED': 22},0,,a5jUU000000CqVtYAK
1944,CN-306,25.0,25.0,00316967,Cancelled,SI,SI - SOLO RECHAZADOS,22,{'REJECTED': 22},0,,a5jUU000000CqVtYAK
3783,CN-305,79.0,79.0,00316967,Cancelled,SI,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000CqVtYAK
3985,CN-304,25.0,25.0,00316967,Cancelled,SI,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000CqVtYAK
5946,CN-303,79.0,79.0,00316967,Cancelled,SI,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CqVtYAK
6389,CN-302,25.0,25.0,00316967,Cancelled,SI,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CqVtYAK
1395,CN-301,124.0,124.0,00316651,Cancelled,SI,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000CYabYAG
1396,CN-300,124.0,124.0,00316651,Cancelled,SI,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000CYabYAG
2725,CN-299,99.0,99.0,00316651,Cancelled,SI,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000CYabYAG
2894,CN-298,25.0,25.0,00316651,Cancelled,SI,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000CYabYAG
4853,CN-297,99.0,99.0,00316651,Cancelled,SI,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CYabYAG
5096,CN-296,25.0,25.0,00316651,Cancelled,SI,SI - SOLO RECHAZADOS,5,{'REJECTED': 5},0,,a5jUU000000CYabYAG
7201,CN-295,99.0,99.0,00316651,Cancelled,SI,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000CYabYAG
