"Id","OwnerId","IsDeleted","Name","RecordTypeId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ChargentBase__AC_Process_Amount_Total__c","ChargentBase__AC_Process_Amount__c","ChargentBase__AC_Process_Enabled__c","ChargentBase__AC_Process_Finished_Successful__c","ChargentBase__AC_Process_Finished_Unsuccessful__c","ChargentBase__AC_Process_Months_Enabled__c","ChargentBase__AC_Process_Name__c","ChargentBase__AC_Process_Times_Triggered__c","ChargentBase__AC_Process_Total_Stages_Executed__c","ChargentBase__AC_Stage_Actions__c","ChargentBase__AC_Stage_Collected_Amount__c","ChargentBase__AC_Stage_Times_Collected__c","ChargentBase__AC_Stage_Times_Triggered__c","ChargentBase__AC_Stage__c","ChargentBase__Date__c","ChargentBase__Day_In_Week__c","ChargentBase__Event_Count__c","ChargentBase__GU_Transaction_Count__c","ChargentBase__Key__c","ChargentBase__Month__c","ChargentBase__Time_Aggregation_Type__c","ChargentBase__Week_In_year__c","ChargentBase__Year__c","ChargentOrders__AC_Configuration__c","ChargentBase__GU_CPT_Count__c","ChargentBase__AG_Active_Gateways_Bitmask1__c","ChargentBase__AG_Active_Gateways_Bitmask2__c","ChargentBase__BA_PMT_Count__c","ChargentBase__CC_PMT_Count__c","ChargentBase__DW_PMT_Count__c","ChargentBase__TV_Total_BA_USD__c","ChargentBase__TV_Total_CC_USD__c","ChargentBase__TV_Total_DW_USD__c","ChargentBase__TV_Total_USD__c"
"a3HUU00000002g92AA","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_14","0128W000000axHn","2023-11-14 10:05:37","0051U0000028jHJQAY","2023-11-14 23:00:24","0051U0000028jHJQAY","2023-11-14 23:00:24","","","0","","","","","","","","","","","","2023-11-14 00:00:00","Tuesday","37","44","Gateway_Usage-DAILY-2023_11_14","11","DAILY","45","2023","","","","","","","","","","",""
"a3HUU00000002rR2AQ","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_15","0128W000000axHn","2023-11-15 10:05:24","0051U0000028jHJQAY","2023-11-15 22:43:53","0051U0000028jHJQAY","2023-11-15 22:43:53","","","0","","","","","","","","","","","","2023-11-15 00:00:00","Wednesday","49","159","Gateway_Usage-DAILY-2023_11_15","11","DAILY","45","2023","","","","","","","","","","",""
"a3HUU00000003CP2AY","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_16","0128W000000axHn","2023-11-16 10:05:29","0051U0000028jHJQAY","2023-11-16 22:56:13","0051U0000028jHJQAY","2023-11-16 22:56:13","","","0","","","","","","","","","","","","2023-11-16 00:00:00","Thursday","49","245","Gateway_Usage-DAILY-2023_11_16","11","DAILY","45","2023","","","","","","","","","","",""
"a3HUU00000003qj2AA","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_17","0128W000000axHn","2023-11-17 10:05:38","0051U0000028jHJQAY","2023-11-17 22:59:13","0051U0000028jHJQAY","2023-11-17 22:59:13","","","0","","","","","","","","","","","","2023-11-17 00:00:00","Friday","52","233","Gateway_Usage-DAILY-2023_11_17","11","DAILY","45","2023","","","","","","","","","","",""
"a3HUU00000004GX2AY","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_18","0128W000000axHn","2023-11-18 10:05:13","0051U0000028jHJQAY","2023-11-18 10:05:13","0051U0000028jHJQAY","2023-11-18 10:05:13","","","0","","","","","","","","","","","","2023-11-18 00:00:00","Saturday","1","2","Gateway_Usage-DAILY-2023_11_18","11","DAILY","45","2023","","","","","","","","","","",""
"a3HUU00000004YH2AY","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_19","0128W000000axHn","2023-11-20 10:05:35","0051U0000028jHJQAY","2023-11-20 10:05:35","0051U0000028jHJQAY","2023-11-20 10:05:35","","","0","","","","","","","","","","","","2023-11-19 00:00:00","Sunday","0","0","Gateway_Usage-DAILY-2023_11_19","11","DAILY","46","2023","","","","","","","","","","",""
"a3HUU00000004YI2AY","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_20","0128W000000axHn","2023-11-20 10:05:35","0051U0000028jHJQAY","2023-11-20 23:02:07","0051U0000028jHJQAY","2023-11-20 23:02:07","","","0","","","","","","","","","","","","2023-11-20 00:00:00","Monday","64","239","Gateway_Usage-DAILY-2023_11_20","11","DAILY","46","2023","","","","","","","","","","",""
"a3HUU00000004rd2AA","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_21","0128W000000axHn","2023-11-21 10:05:18","0051U0000028jHJQAY","2023-11-21 23:04:37","0051U0000028jHJQAY","2023-11-21 23:04:37","","","0","","","","","","","","","","","","2023-11-21 00:00:00","Tuesday","29","45","Gateway_Usage-DAILY-2023_11_21","11","DAILY","46","2023","","","","","","","","","","",""
"a3HUU00000005PV2AY","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_22","0128W000000axHn","2023-11-22 14:04:01","0051U0000028jHJQAY","2023-11-22 21:20:24","0051U0000028jHJQAY","2023-11-22 21:20:24","","","0","","","","","","","","","","","","2023-11-22 00:00:00","Wednesday","27","32","Gateway_Usage-DAILY-2023_11_22","11","DAILY","46","2023","","","","","","","","","","",""
"a3HUU00000005e12AA","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_23","0128W000000axHn","2023-11-23 10:05:20","0051U0000028jHJQAY","2023-11-23 10:08:52","0051U0000028jHJQAY","2023-11-23 10:08:52","","","0","","","","","","","","","","","","2023-11-23 00:00:00","Thursday","16","145","Gateway_Usage-DAILY-2023_11_23","11","DAILY","46","2023","","","","","","","","","","",""
"a3HUU00000005qv2AA","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_24","0128W000000axHn","2023-11-24 10:05:23","0051U0000028jHJQAY","2023-11-24 23:02:31","0051U0000028jHJQAY","2023-11-24 23:02:31","","","0","","","","","","","","","","","","2023-11-24 00:00:00","Friday","84","265","Gateway_Usage-DAILY-2023_11_24","11","DAILY","46","2023","","","","","","","","","","",""
"a3HUU00000006Bt2AI","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_25","0128W000000axHn","2023-11-27 10:05:19","0051U0000028jHJQAY","2023-11-27 10:05:19","0051U0000028jHJQAY","2023-11-27 10:05:19","","","0","","","","","","","","","","","","2023-11-25 00:00:00","Saturday","0","0","Gateway_Usage-DAILY-2023_11_25","11","DAILY","46","2023","","","","","","","","","","",""
"a3HUU00000006Bu2AI","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_26","0128W000000axHn","2023-11-27 10:05:19","0051U0000028jHJQAY","2023-11-27 10:05:19","0051U0000028jHJQAY","2023-11-27 10:05:19","","","0","","","","","","","","","","","","2023-11-26 00:00:00","Sunday","0","0","Gateway_Usage-DAILY-2023_11_26","11","DAILY","47","2023","","","","","","","","","","",""
"a3HUU00000006Bv2AI","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_27","0128W000000axHn","2023-11-27 10:05:19","0051U0000028jHJQAY","2023-11-27 22:59:00","0051U0000028jHJQAY","2023-11-27 22:59:00","","","0","","","","","","","","","","","","2023-11-27 00:00:00","Monday","46","201","Gateway_Usage-DAILY-2023_11_27","11","DAILY","47","2023","","","","","","","","","","",""
"a3HUU00000006YT2AY","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_28","0128W000000axHn","2023-11-28 10:05:35","0051U0000028jHJQAY","2023-11-28 22:56:38","0051U0000028jHJQAY","2023-11-28 22:56:38","","","0","","","","","","","","","","","","2023-11-28 00:00:00","Tuesday","26","50","Gateway_Usage-DAILY-2023_11_28","11","DAILY","47","2023","","","","","","","","","","",""
"a3HUU00000006tR2AQ","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_29","0128W000000axHn","2023-11-29 10:05:29","0051U0000028jHJQAY","2023-11-29 23:08:02","0051U0000028jHJQAY","2023-11-29 23:08:02","","","0","","","","","","","","","","","","2023-11-29 00:00:00","Wednesday","31","42","Gateway_Usage-DAILY-2023_11_29","11","DAILY","47","2023","","","","","","","","","","",""
"a3HUU00000007Ph2AI","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_11_30","0128W000000axHn","2023-11-30 10:05:41","0051U0000028jHJQAY","2023-11-30 23:04:18","0051U0000028jHJQAY","2023-11-30 23:04:18","","","0","","","","","","","","","","","","2023-11-30 00:00:00","Thursday","68","448","Gateway_Usage-DAILY-2023_11_30","11","DAILY","47","2023","","","","","","","","","","",""
"a3HUU00000007vx2AA","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_01","0128W000000axHn","2023-12-01 10:05:17","0051U0000028jHJQAY","2023-12-01 23:00:29","0051U0000028jHJQAY","2023-12-01 23:00:29","","","0","","","","","","","","","","","","2023-12-01 00:00:00","Friday","51","359","Gateway_Usage-DAILY-2023_12_01","12","DAILY","47","2023","","","","","","","","","","",""
"a3HUU00000009GD2AY","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_02","0128W000000axHn","2023-12-04 10:05:30","0051U0000028jHJQAY","2023-12-04 10:05:30","0051U0000028jHJQAY","2023-12-04 10:05:30","","","0","","","","","","","","","","","","2023-12-02 00:00:00","Saturday","0","0","Gateway_Usage-DAILY-2023_12_02","12","DAILY","47","2023","","","","","","","","","","",""
"a3HUU00000009GE2AY","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_03","0128W000000axHn","2023-12-04 10:05:30","0051U0000028jHJQAY","2023-12-04 10:05:30","0051U0000028jHJQAY","2023-12-04 10:05:30","","","0","","","","","","","","","","","","2023-12-03 00:00:00","Sunday","0","0","Gateway_Usage-DAILY-2023_12_03","12","DAILY","48","2023","","","","","","","","","","",""
"a3HUU00000009GF2AY","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_04","0128W000000axHn","2023-12-04 10:05:30","0051U0000028jHJQAY","2023-12-04 23:06:39","0051U0000028jHJQAY","2023-12-04 23:06:39","","","0","","","","","","","","","","","","2023-12-04 00:00:00","Monday","79","335","Gateway_Usage-DAILY-2023_12_04","12","DAILY","48","2023","","","","","","","","","","",""
"a3HUU00000009bB2AQ","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_05","0128W000000axHn","2023-12-05 10:05:26","0051U0000028jHJQAY","2023-12-05 23:07:14","0051U0000028jHJQAY","2023-12-05 23:07:14","","","0","","","","","","","","","","","","2023-12-05 00:00:00","Tuesday","24","30","Gateway_Usage-DAILY-2023_12_05","12","DAILY","48","2023","","","","","","","","","","",""
"a3HUU00000009zN2AQ","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_06","0128W000000axHn","2023-12-06 10:05:21","0051U0000028jHJQAY","2023-12-06 22:38:23","0051U0000028jHJQAY","2023-12-06 22:38:23","","","0","","","","","","","","","","","","2023-12-06 00:00:00","Wednesday","7","12","Gateway_Usage-DAILY-2023_12_06","12","DAILY","48","2023","","","","","","","","","","",""
"a3HUU0000000AXF2A2","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_07","0128W000000axHn","2023-12-07 10:05:27","0051U0000028jHJQAY","2023-12-07 22:44:13","0051U0000028jHJQAY","2023-12-07 22:44:13","","","0","","","","","","","","","","","","2023-12-07 00:00:00","Thursday","36","262","Gateway_Usage-DAILY-2023_12_07","12","DAILY","48","2023","","","","","","","","","","",""
"a3HUU0000000Ayf2AE","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_08","0128W000000axHn","2023-12-08 10:05:14","0051U0000028jHJQAY","2023-12-08 21:15:42","0051U0000028jHJQAY","2023-12-08 21:15:42","","","0","","","","","","","","","","","","2023-12-08 00:00:00","Friday","45","293","Gateway_Usage-DAILY-2023_12_08","12","DAILY","48","2023","","","","","","","","","","",""
"a3HUU0000000BTJ2A2","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_09","0128W000000axHn","2023-12-11 10:05:22","0051U0000028jHJQAY","2023-12-11 10:05:22","0051U0000028jHJQAY","2023-12-11 10:05:22","","","0","","","","","","","","","","","","2023-12-09 00:00:00","Saturday","0","0","Gateway_Usage-DAILY-2023_12_09","12","DAILY","48","2023","","","","","","","","","","",""
"a3HUU0000000BTK2A2","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_10","0128W000000axHn","2023-12-11 10:05:22","0051U0000028jHJQAY","2023-12-11 10:05:22","0051U0000028jHJQAY","2023-12-11 10:05:22","","","0","","","","","","","","","","","","2023-12-10 00:00:00","Sunday","0","0","Gateway_Usage-DAILY-2023_12_10","12","DAILY","49","2023","","","","","","","","","","",""
"a3HUU0000000BTL2A2","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_11","0128W000000axHn","2023-12-11 10:05:22","0051U0000028jHJQAY","2023-12-11 21:12:52","0051U0000028jHJQAY","2023-12-11 21:12:52","","","0","","","","","","","","","","","","2023-12-11 00:00:00","Monday","40","271","Gateway_Usage-DAILY-2023_12_11","12","DAILY","49","2023","","","","","","","","","","",""
"a3HUU0000000BoH2AU","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_12","0128W000000axHn","2023-12-12 10:05:26","0051U0000028jHJQAY","2023-12-12 23:01:10","0051U0000028jHJQAY","2023-12-12 23:01:10","","","0","","","","","","","","","","","","2023-12-12 00:00:00","Tuesday","17","21","Gateway_Usage-DAILY-2023_12_12","12","DAILY","49","2023","","","","","","","","","","",""
"a3HUU0000000C612AE","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_13","0128W000000axHn","2023-12-13 10:05:15","0051U0000028jHJQAY","2023-12-13 21:32:50","0051U0000028jHJQAY","2023-12-13 21:32:50","","","0","","","","","","","","","","","","2023-12-13 00:00:00","Wednesday","33","42","Gateway_Usage-DAILY-2023_12_13","12","DAILY","49","2023","","","","","","","","","","",""
"a3HUU0000000CKX2A2","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_14","0128W000000axHn","2023-12-14 10:05:52","0051U0000028jHJQAY","2023-12-14 23:04:53","0051U0000028jHJQAY","2023-12-14 23:04:53","","","0","","","","","","","","","","","","2023-12-14 00:00:00","Thursday","37","237","Gateway_Usage-DAILY-2023_12_14","12","DAILY","49","2023","","","","","","","","","","",""
"a3HUU0000000Ch72AE","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_15","0128W000000axHn","2023-12-15 10:05:42","0051U0000028jHJQAY","2023-12-15 23:06:17","0051U0000028jHJQAY","2023-12-15 23:06:17","","","0","","","","","","","","","","","","2023-12-15 00:00:00","Friday","63","413","Gateway_Usage-DAILY-2023_12_15","12","DAILY","49","2023","","","","","","","","","","",""
"a3HUU0000000D252AE","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_16","0128W000000axHn","2023-12-16 10:05:09","0051U0000028jHJQAY","2023-12-16 10:05:09","0051U0000028jHJQAY","2023-12-16 10:05:09","","","0","","","","","","","","","","","","2023-12-16 00:00:00","Saturday","1","2","Gateway_Usage-DAILY-2023_12_16","12","DAILY","49","2023","","","","","","","","","","",""
"a3HUU0000000DGb2AM","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_17","0128W000000axHn","2023-12-18 10:05:40","0051U0000028jHJQAY","2023-12-18 10:05:40","0051U0000028jHJQAY","2023-12-18 10:05:40","","","0","","","","","","","","","","","","2023-12-17 00:00:00","Sunday","0","0","Gateway_Usage-DAILY-2023_12_17","12","DAILY","50","2023","","","","","","","","","","",""
"a3HUU0000000DGc2AM","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_18","0128W000000axHn","2023-12-18 10:05:40","0051U0000028jHJQAY","2023-12-18 23:07:47","0051U0000028jHJQAY","2023-12-18 23:07:47","","","0","","","","","","","","","","","","2023-12-18 00:00:00","Monday","62","328","Gateway_Usage-DAILY-2023_12_18","12","DAILY","50","2023","","","","","","","","","","",""
"a3HUU0000000DtJ2AU","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_19","0128W000000axHn","2023-12-19 10:05:28","0051U0000028jHJQAY","2023-12-19 21:58:44","0051U0000028jHJQAY","2023-12-19 21:58:44","","","0","","","","","","","","","","","","2023-12-19 00:00:00","Tuesday","36","49","Gateway_Usage-DAILY-2023_12_19","12","DAILY","50","2023","","","","","","","","","","",""
"a3HUU0000000EJ72AM","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_20","0128W000000axHn","2023-12-20 10:05:48","0051U0000028jHJQAY","2023-12-20 22:59:38","0051U0000028jHJQAY","2023-12-20 22:59:38","","","0","","","","","","","","","","","","2023-12-20 00:00:00","Wednesday","26","57","Gateway_Usage-DAILY-2023_12_20","12","DAILY","50","2023","","","","","","","","","","",""
"a3HUU0000000Eiv2AE","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_21","0128W000000axHn","2023-12-21 10:05:31","0051U0000028jHJQAY","2023-12-21 22:59:24","0051U0000028jHJQAY","2023-12-21 22:59:24","","","0","","","","","","","","","","","","2023-12-21 00:00:00","Thursday","86","277","Gateway_Usage-DAILY-2023_12_21","12","DAILY","50","2023","","","","","","","","","","",""
"a3HUU0000000F772AE","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_22","0128W000000axHn","2023-12-22 10:05:34","0051U0000028jHJQAY","2023-12-22 21:28:48","0051U0000028jHJQAY","2023-12-22 21:28:48","","","0","","","","","","","","","","","","2023-12-22 00:00:00","Friday","59","304","Gateway_Usage-DAILY-2023_12_22","12","DAILY","50","2023","","","","","","","","","","",""
"a3HUU0000000Frt2AE","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_23","0128W000000axHn","2023-12-25 10:05:17","0051U0000028jHJQAY","2023-12-25 10:05:17","0051U0000028jHJQAY","2023-12-25 10:05:17","","","0","","","","","","","","","","","","2023-12-23 00:00:00","Saturday","0","0","Gateway_Usage-DAILY-2023_12_23","12","DAILY","50","2023","","","","","","","","","","",""
"a3HUU0000000Fru2AE","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_24","0128W000000axHn","2023-12-25 10:05:17","0051U0000028jHJQAY","2023-12-25 10:05:17","0051U0000028jHJQAY","2023-12-25 10:05:17","","","0","","","","","","","","","","","","2023-12-24 00:00:00","Sunday","0","0","Gateway_Usage-DAILY-2023_12_24","12","DAILY","51","2023","","","","","","","","","","",""
"a3HUU0000000Frv2AE","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_25","0128W000000axHn","2023-12-25 10:05:17","0051U0000028jHJQAY","2023-12-25 10:10:56","0051U0000028jHJQAY","2023-12-25 10:10:56","","","0","","","","","","","","","","","","2023-12-25 00:00:00","Monday","27","255","Gateway_Usage-DAILY-2023_12_25","12","DAILY","51","2023","","","","","","","","","","",""
"a3HUU0000000Fzx2AE","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_26","0128W000000axHn","2023-12-26 10:05:17","0051U0000028jHJQAY","2023-12-26 22:13:16","0051U0000028jHJQAY","2023-12-26 22:13:16","","","0","","","","","","","","","","","","2023-12-26 00:00:00","Tuesday","39","48","Gateway_Usage-DAILY-2023_12_26","12","DAILY","51","2023","","","","","","","","","","",""
"a3HUU0000000G9d2AE","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_27","0128W000000axHn","2023-12-27 10:05:12","0051U0000028jHJQAY","2023-12-28 02:04:12","0051U0000028jHJQAY","2023-12-28 02:04:12","","","0","","","","","","","","","","","","2023-12-27 00:00:00","Wednesday","21","27","Gateway_Usage-DAILY-2023_12_27","12","DAILY","51","2023","","","","","","","","","","",""
"a3HUU0000000GJJ2A2","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_28","0128W000000axHn","2023-12-28 10:05:24","0051U0000028jHJQAY","2023-12-28 23:00:27","0051U0000028jHJQAY","2023-12-28 23:00:27","","","0","","","","","","","","","","","","2023-12-28 00:00:00","Thursday","52","267","Gateway_Usage-DAILY-2023_12_28","12","DAILY","51","2023","","","","","","","","","","",""
"a3HUU0000000Gcf2AE","0051U0000028jHJQAY","0","Gateway_Usage-DAILY-2023_12_29","0128W000000axHn","2023-12-29 10:05:20","0051U0000028jHJQAY","2023-12-29 20:55:11","0051U0000028jHJQAY","2023-12-29 20:55:11","","","0","","","","","","","","","","","","2023-12-29 00:00:00","Friday","76","602","Gateway_Usage-DAILY-2023_12_29","12","DAILY","51","2023","","","","","","","","","","",""
