00314111	09 feb 2026	Does not comply with the obligations of the Contract
00314161	09 feb 2026	Does not comply with the obligations of the Contract
00314205	09 feb 2026	Does not comply with the obligations of the Contract
00314217	09 feb 2026	Does not comply with the obligations of the Contract
00314327	09 feb 2026	Does not comply with the obligations of the Contract
00314373	09 feb 2026	Does not comply with the obligations of the Contract
00314389	09 feb 2026	Does not comply with the obligations of the Contract
00314403	09 feb 2026	Does not comply with the obligations of the Contract
00314413	09 feb 2026	Does not comply with the obligations of the Contract
00314438	09 feb 2026	Does not comply with the obligations of the Contract
00314451	09 feb 2026	Does not comply with the obligations of the Contract
00314479	09 feb 2026	Does not comply with the obligations of the Contract
00314497	09 feb 2026	Does not comply with the obligations of the Contract
00314499	09 feb 2026	Does not comply with the obligations of the Contract
00314616	09 feb 2026	Does not comply with the obligations of the Contract
00314617	09 feb 2026	Does not comply with the obligations of the Contract
00314628	09 feb 2026	Does not comply with the obligations of the Contract
00314651	09 feb 2026	Does not comply with the obligations of the Contract
00314679	09 feb 2026	Does not comply with the obligations of the Contract
00314687	09 feb 2026	Does not comply with the obligations of the Contract
00314703	09 feb 2026	Does not comply with the obligations of the Contract
00314714	09 feb 2026	Does not comply with the obligations of the Contract
00314727	09 feb 2026	Does not comply with the obligations of the Contract
00314751	09 feb 2026	Does not comply with the obligations of the Contract
00314758	09 feb 2026	Does not comply with the obligations of the Contract
00314759	09 feb 2026	Does not comply with the obligations of the Contract
00314764	09 feb 2026	Does not comply with the obligations of the Contract
00314812	09 feb 2026	Does not comply with the obligations of the Contract
00314831	09 feb 2026	Does not comply with the obligations of the Contract
00314881	09 feb 2026	Does not comply with the obligations of the Contract
00314896	09 feb 2026	Does not comply with the obligations of the Contract
00314899	09 feb 2026	Does not comply with the obligations of the Contract
00314907	09 feb 2026	Does not comply with the obligations of the Contract
00314938	09 feb 2026	Does not comply with the obligations of the Contract
00314979	09 feb 2026	Does not comply with the obligations of the Contract
00315002	09 feb 2026	Does not comply with the obligations of the Contract
00315021	09 feb 2026	Does not comply with the obligations of the Contract
00315047	09 feb 2026	Does not comply with the obligations of the Contract
00315049	09 feb 2026	Does not comply with the obligations of the Contract
00315060	09 feb 2026	Does not comply with the obligations of the Contract
00315084	09 feb 2026	Does not comply with the obligations of the Contract
00315089	09 feb 2026	Does not comply with the obligations of the Contract
00315096	09 feb 2026	Does not comply with the obligations of the Contract
00315157	09 feb 2026	Does not comply with the obligations of the Contract
00315173	09 feb 2026	Does not comply with the obligations of the Contract
00315194	09 feb 2026	Does not comply with the obligations of the Contract
00315195	09 feb 2026	Does not comply with the obligations of the Contract
00315223	09 feb 2026	Does not comply with the obligations of the Contract
00315247	09 feb 2026	Does not comply with the obligations of the Contract
00315262	09 feb 2026	Does not comply with the obligations of the Contract
00315284	09 feb 2026	Does not comply with the obligations of the Contract
00315297	09 feb 2026	Does not comply with the obligations of the Contract
00315322	09 feb 2026	Does not comply with the obligations of the Contract
00315338	09 feb 2026	Does not comply with the obligations of the Contract
00259558	06 mar 2026	Does not comply with the obligations of the Contract
00302396	06 mar 2026	Does not comply with the obligations of the Contract
00309104	06 mar 2026	Does not comply with the obligations of the Contract
00309329	06 mar 2026	Does not comply with the obligations of the Contract
00310666	06 mar 2026	Does not comply with the obligations of the Contract
00312728	06 mar 2026	Does not comply with the obligations of the Contract
00312732	06 mar 2026	Does not comply with the obligations of the Contract
00312814	06 mar 2026	Does not comply with the obligations of the Contract
00312894	06 mar 2026	Does not comply with the obligations of the Contract
00313120	06 mar 2026	Does not comply with the obligations of the Contract
00313233	06 mar 2026	Does not comply with the obligations of the Contract
00313346	06 mar 2026	Does not comply with the obligations of the Contract
00313485	06 mar 2026	Does not comply with the obligations of the Contract
00313731	06 mar 2026	Does not comply with the obligations of the Contract
00313775	06 mar 2026	Does not comply with the obligations of the Contract
00313842	06 mar 2026	Does not comply with the obligations of the Contract
00314314	06 mar 2026	Does not comply with the obligations of the Contract
00314360	06 mar 2026	Does not comply with the obligations of the Contract
00314361	06 mar 2026	Does not comply with the obligations of the Contract
00314484	06 mar 2026	Does not comply with the obligations of the Contract
00314585	06 mar 2026	Does not comply with the obligations of the Contract
00314843	06 mar 2026	Does not comply with the obligations of the Contract
00314880	06 mar 2026	Does not comply with the obligations of the Contract
00315065	06 mar 2026	Does not comply with the obligations of the Contract
00315110	06 mar 2026	Does not comply with the obligations of the Contract
00315295	06 mar 2026	Does not comply with the obligations of the Contract
00315317	06 mar 2026	Does not comply with the obligations of the Contract
00315344	06 mar 2026	Does not comply with the obligations of the Contract
00315346	06 mar 2026	Does not comply with the obligations of the Contract
00315379	06 mar 2026	Does not comply with the obligations of the Contract
00315409	06 mar 2026	Does not comply with the obligations of the Contract
00315430	06 mar 2026	Does not comply with the obligations of the Contract
00315450	06 mar 2026	Does not comply with the obligations of the Contract
00315547	06 mar 2026	Does not comply with the obligations of the Contract
00315556	06 mar 2026	Does not comply with the obligations of the Contract
00315558	06 mar 2026	Does not comply with the obligations of the Contract
00315581	06 mar 2026	Does not comply with the obligations of the Contract
00315587	06 mar 2026	Does not comply with the obligations of the Contract
00315612	06 mar 2026	Does not comply with the obligations of the Contract
00315624	06 mar 2026	Does not comply with the obligations of the Contract
00315639	06 mar 2026	Does not comply with the obligations of the Contract
00315738	06 mar 2026	Does not comply with the obligations of the Contract
00315788	06 mar 2026	Does not comply with the obligations of the Contract
00315789	06 mar 2026	Does not comply with the obligations of the Contract
00315791	06 mar 2026	Does not comply with the obligations of the Contract
00315795	06 mar 2026	Does not comply with the obligations of the Contract
00315805	06 mar 2026	Does not comply with the obligations of the Contract
00315825	06 mar 2026	Does not comply with the obligations of the Contract
00315830	06 mar 2026	Does not comply with the obligations of the Contract
00315847	06 mar 2026	Does not comply with the obligations of the Contract
00315852	06 mar 2026	Does not comply with the obligations of the Contract
00315856	06 mar 2026	Does not comply with the obligations of the Contract
00315862	06 mar 2026	Does not comply with the obligations of the Contract
00315908	06 mar 2026	Does not comply with the obligations of the Contract
00315926	06 mar 2026	Does not comply with the obligations of the Contract
00315935	06 mar 2026	Does not comply with the obligations of the Contract
00315948	06 mar 2026	Does not comply with the obligations of the Contract
00315985	06 mar 2026	Does not comply with the obligations of the Contract
00315995	06 mar 2026	Does not comply with the obligations of the Contract
00316014	06 mar 2026	Does not comply with the obligations of the Contract
00316037	06 mar 2026	Does not comply with the obligations of the Contract
00316038	06 mar 2026	Does not comply with the obligations of the Contract
00316098	06 mar 2026	Does not comply with the obligations of the Contract
00316147	06 mar 2026	Does not comply with the obligations of the Contract
00316171	06 mar 2026	Does not comply with the obligations of the Contract
00316212	06 mar 2026	Does not comply with the obligations of the Contract
00315978	23 mar 2026	Does not comply with the obligations of the Contract
00316034	23 mar 2026	Does not comply with the obligations of the Contract
00316035	23 mar 2026	Does not comply with the obligations of the Contract
00316264	23 mar 2026	Does not comply with the obligations of the Contract
00316265	23 mar 2026	Does not comply with the obligations of the Contract
00316287	23 mar 2026	Does not comply with the obligations of the Contract
00316308	23 mar 2026	Does not comply with the obligations of the Contract
00316321	23 mar 2026	Does not comply with the obligations of the Contract
00316330	23 mar 2026	Does not comply with the obligations of the Contract
00316343	23 mar 2026	Does not comply with the obligations of the Contract
00316344	23 mar 2026	Does not comply with the obligations of the Contract
00316357	23 mar 2026	Does not comply with the obligations of the Contract
00316380	23 mar 2026	Does not comply with the obligations of the Contract
00316389	23 mar 2026	Does not comply with the obligations of the Contract
00316429	23 mar 2026	Does not comply with the obligations of the Contract
00316430	23 mar 2026	Does not comply with the obligations of the Contract
00316438	23 mar 2026	Does not comply with the obligations of the Contract
00316465	23 mar 2026	Does not comply with the obligations of the Contract
00316495	23 mar 2026	Does not comply with the obligations of the Contract
00315386	28 may 2026	Does not comply with the obligations of the Contract
00315743	28 may 2026	Does not comply with the obligations of the Contract
00315764	28 may 2026	Does not comply with the obligations of the Contract
00315859	28 may 2026	Does not comply with the obligations of the Contract
00315882	28 may 2026	Does not comply with the obligations of the Contract
00315976	28 may 2026	Does not comply with the obligations of the Contract
00315996	28 may 2026	Does not comply with the obligations of the Contract
00315999	28 may 2026	Does not comply with the obligations of the Contract
00316006	28 may 2026	Does not comply with the obligations of the Contract
00316058	28 may 2026	Does not comply with the obligations of the Contract
00316071	28 may 2026	Does not comply with the obligations of the Contract
00316144	28 may 2026	Does not comply with the obligations of the Contract
00316186	28 may 2026	Does not comply with the obligations of the Contract
00316273	28 may 2026	Does not comply with the obligations of the Contract
00316293	28 may 2026	Does not comply with the obligations of the Contract
00316320	28 may 2026	Does not comply with the obligations of the Contract
00316364	28 may 2026	Does not comply with the obligations of the Contract
00316538	28 may 2026	Does not comply with the obligations of the Contract
00269200	10 jun 2026	Does not comply with Payments
00276428	10 jun 2026	Does not comply with Payments
00286155	10 jun 2026	Does not comply with Payments
00311944	10 jun 2026	Does not comply with Payments
00312296	10 jun 2026	Does not comply with Payments
00312717	10 jun 2026	Does not comply with Payments
00313404	10 jun 2026	Does not comply with Payments
00313476	10 jun 2026	Does not comply with Payments
00314010	10 jun 2026	Does not comply with Payments
00314086	10 jun 2026	Does not comply with Payments
00314371	10 jun 2026	Does not comply with Payments
00314418	10 jun 2026	Does not comply with Payments
00314599	10 jun 2026	Does not comply with Payments
00314601	10 jun 2026	Does not comply with Payments
00314642	10 jun 2026	Does not comply with Payments
00314646	10 jun 2026	Does not comply with Payments
00314776	10 jun 2026	Does not comply with Payments
00314808	10 jun 2026	Does not comply with Payments
00314903	10 jun 2026	Does not comply with Payments
00314981	10 jun 2026	Does not comply with Payments
00314982	10 jun 2026	Does not comply with Payments
00314998	10 jun 2026	Does not comply with Payments
00315006	10 jun 2026	Does not comply with Payments
00315033	10 jun 2026	Does not comply with Payments
00315066	10 jun 2026	Does not comply with Payments
00315070	10 jun 2026	Does not comply with Payments
00315103	10 jun 2026	Does not comply with Payments
00315106	10 jun 2026	Does not comply with Payments
00315165	10 jun 2026	Does not comply with Payments
00315176	10 jun 2026	Does not comply with Payments
00315177	10 jun 2026	Does not comply with Payments
00315234	10 jun 2026	Does not comply with Payments
00315250	10 jun 2026	Does not comply with Payments
00315303	10 jun 2026	Does not comply with Payments
00315345	10 jun 2026	Does not comply with Payments
00315494	10 jun 2026	Does not comply with Payments
00315702	10 jun 2026	Does not comply with Payments
00315703	10 jun 2026	Does not comply with Payments
00315751	10 jun 2026	Does not comply with Payments
00315754	10 jun 2026	Does not comply with Payments
00315803	10 jun 2026	Does not comply with Payments
00315990	10 jun 2026	Does not comply with Payments
00316010	10 jun 2026	Does not comply with Payments
00316124	10 jun 2026	Does not comply with Payments
00316074	15 jun 2026	Does not comply with the obligations of the Contract
00316078	15 jun 2026	Does not comply with the obligations of the Contract
00316202	15 jun 2026	Does not comply with the obligations of the Contract
00316204	15 jun 2026	Does not comply with the obligations of the Contract
00316313	15 jun 2026	Does not comply with the obligations of the Contract
00316406	15 jun 2026	Does not comply with the obligations of the Contract
00316464	15 jun 2026	Does not comply with the obligations of the Contract
00316537	15 jun 2026	Does not comply with the obligations of the Contract
00316580	15 jun 2026	Does not comply with the obligations of the Contract
00316670	15 jun 2026	Does not comply with the obligations of the Contract
00316868	19 jun 2026	Does not comply with Payments
00317022	19 jun 2026	Does not comply with Payments
00317083	19 jun 2026	Does not comply with Payments
00317088	19 jun 2026	Does not comply with Payments
00317096	19 jun 2026	Does not comply with Payments
00317103	19 jun 2026	Does not comply with Payments
00317197	19 jun 2026	Does not comply with Payments
00317199	19 jun 2026	Does not comply with Payments
00317203	19 jun 2026	Does not comply with Payments
00317211	19 jun 2026	Does not comply with Payments
00317272	19 jun 2026	Does not comply with Payments
00317281	19 jun 2026	Does not comply with Payments
00317296	19 jun 2026	Does not comply with Payments
00317316	19 jun 2026	Does not comply with Payments
00317334	19 jun 2026	Does not comply with Payments
00317338	19 jun 2026	Does not comply with Payments
00317344	19 jun 2026	Does not comply with Payments
00317350	19 jun 2026	Does not comply with Payments
00317357	19 jun 2026	Does not comply with Payments
00317358	19 jun 2026	Does not comply with Payments
00317361	19 jun 2026	Does not comply with Payments
00317369	19 jun 2026	Does not comply with Payments
00317380	19 jun 2026	Does not comply with Payments
00317402	19 jun 2026	Does not comply with Payments
00317416	19 jun 2026	Does not comply with Payments
00317443	19 jun 2026	Does not comply with Payments
00317453	19 jun 2026	Does not comply with Payments
00317457	19 jun 2026	Does not comply with Payments
00317465	19 jun 2026	Does not comply with Payments
00317491	19 jun 2026	Does not comply with Payments
00310747	13 ago 2026	Does not comply with the obligations of the Contract
00314635	13 ago 2026	Does not comply with the obligations of the Contract
00316616	13 ago 2026	Does not comply with the obligations of the Contract
00317730	13 ago 2026	Does not comply with the obligations of the Contract
00317923	13 ago 2026	Does not comply with the obligations of the Contract
00316055	18 ago 2026	Does not comply with the obligations of the Contract
00316393	18 ago 2026	Does not comply with the obligations of the Contract
00316446	18 ago 2026	Does not comply with the obligations of the Contract
00316581	18 ago 2026	Does not comply with the obligations of the Contract
00316777	18 ago 2026	Does not comply with the obligations of the Contract
00317286	18 ago 2026	Does not comply with the obligations of the Contract
00317573	18 ago 2026	Does not comply with the obligations of the Contract
00317106	26 ago 2026	Does not comply with Payments
00317179	26 ago 2026	Does not comply with Payments
00317233	26 ago 2026	Does not comply with Payments
00317293	26 ago 2026	Does not comply with Payments
00317304	26 ago 2026	Does not comply with Payments
00317312	26 ago 2026	Does not comply with Payments
00317313	26 ago 2026	Does not comply with Payments
00317315	26 ago 2026	Does not comply with Payments
00317332	26 ago 2026	Does not comply with Payments
00317346	26 ago 2026	Does not comply with Payments
00317387	26 ago 2026	Does not comply with Payments
00317391	26 ago 2026	Does not comply with Payments
00317408	26 ago 2026	Does not comply with Payments
00317438	26 ago 2026	Does not comply with Payments
00317467	26 ago 2026	Does not comply with Payments
00317468	26 ago 2026	Does not comply with Payments
00317478	26 ago 2026	Does not comply with Payments
00317480	26 ago 2026	Does not comply with Payments
00317484	26 ago 2026	Does not comply with Payments
00317536	26 ago 2026	Does not comply with Payments
00317553	26 ago 2026	Does not comply with Payments
00317556	26 ago 2026	Does not comply with Payments
00317557	26 ago 2026	Does not comply with Payments
00317558	26 ago 2026	Does not comply with Payments
00317585	26 ago 2026	Does not comply with Payments
00317598	26 ago 2026	Does not comply with Payments
00317614	26 ago 2026	Does not comply with Payments
00317634	26 ago 2026	Does not comply with Payments
00317674	26 ago 2026	Does not comply with Payments
00317683	26 ago 2026	Does not comply with Payments
00317700	26 ago 2026	Does not comply with Payments
00317701	26 ago 2026	Does not comply with Payments
00317731	26 ago 2026	Does not comply with Payments
00317733	26 ago 2026	Does not comply with Payments
00317771	26 ago 2026	Does not comply with Payments
00317800	26 ago 2026	Does not comply with Payments
00317661	11 sep 2026	Does not comply with Payments
00317665	11 sep 2026	Does not comply with Payments
00317703	11 sep 2026	Does not comply with Payments
00317717	11 sep 2026	Does not comply with Payments
00317718	11 sep 2026	Does not comply with Payments
00317745	11 sep 2026	Does not comply with Payments
00317762	11 sep 2026	Does not comply with Payments
00317772	11 sep 2026	Does not comply with Payments
00317788	11 sep 2026	Does not comply with Payments
00317795	11 sep 2026	Does not comply with Payments
00317803	11 sep 2026	Does not comply with Payments
00317807	11 sep 2026	Does not comply with Payments
00317816	11 sep 2026	Does not comply with Payments
00317822	11 sep 2026	Does not comply with Payments
00317823	11 sep 2026	Does not comply with Payments
00317830	11 sep 2026	Does not comply with Payments
00317835	11 sep 2026	Does not comply with Payments
00317851	11 sep 2026	Does not comply with Payments
00317858	11 sep 2026	Does not comply with Payments
00317861	11 sep 2026	Does not comply with Payments
00317863	11 sep 2026	Does not comply with Payments
00317870	11 sep 2026	Does not comply with Payments
00317876	11 sep 2026	Does not comply with Payments
00317881	11 sep 2026	Does not comply with Payments
00317915	11 sep 2026	Does not comply with Payments
00317916	11 sep 2026	Does not comply with Payments
00317918	11 sep 2026	Does not comply with Payments
00317927	11 sep 2026	Does not comply with Payments
00317928	11 sep 2026	Does not comply with Payments
00317930	11 sep 2026	Does not comply with Payments
00317942	11 sep 2026	Does not comply with Payments
00317948	11 sep 2026	Does not comply with Payments
00317954	11 sep 2026	Does not comply with Payments
00317957	11 sep 2026	Does not comply with Payments
00317970	11 sep 2026	Does not comply with Payments
00317971	11 sep 2026	Does not comply with Payments
00317974	11 sep 2026	Does not comply with Payments
00318000	11 sep 2026	Does not comply with Payments
00318018	11 sep 2026	Does not comply with Payments
00318022	11 sep 2026	Does not comply with Payments
00318036	11 sep 2026	Does not comply with Payments
00318054	11 sep 2026	Does not comply with Payments
00318092	11 sep 2026	Does not comply with Payments
00318109	11 sep 2026	Does not comply with Payments
